,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
261,249,William N.,Lipscomb,1919-12-09,2011-04-14,USA,US,"Cleveland, OH",USA,US,"Cambridge, MA",male,1976.0,chemistry,,1.0,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",Harvard University,"Cambridge, MA",USA,57,1,1
262,250,Ilya,Prigogine,1917-01-25,2003-05-28,Russia,RU,Moscow,Belgium,BE,Brussels,male,1977.0,chemistry,,1.0,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",Université Libre de Bruxelles,Brussels,Belgium,60,0,1
263,250,Ilya,Prigogine,1917-01-25,2003-05-28,Russia,RU,Moscow,Belgium,BE,Brussels,male,1977.0,chemistry,,1.0,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",University of Texas,"Austin, TX",USA,60,0,1
264,251,Peter D.,Mitchell,1920-09-29,1992-04-10,United Kingdom,GB,Mitcham,United Kingdom,GB,Bodmin,male,1978.0,chemistry,,1.0,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",Glynn Research Laboratories,Bodmin,United Kingdom,58,1,1
265,252,Herbert C.,Brown,1912-05-22,2004-12-19,United Kingdom,GB,London,USA,US,"Lafayette, IN",male,1979.0,chemistry,,2.0,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",Purdue University,"West Lafayette, IN",USA,67,1,1
266,253,Georg,Wittig,1897-06-16,1987-08-26,Germany,DE,Berlin,West Germany (now Germany),DE,Heidelberg,male,1979.0,chemistry,,2.0,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",University of Heidelberg,Heidelberg,Federal Republic of Germany,82,0,1
267,254,Paul,Berg,1926-06-30,,USA,US,"New York, NY",,,,male,1980.0,chemistry,,2.0,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",Stanford University,"Stanford, CA",USA,54,1,1
268,255,Walter,Gilbert,1932-03-21,,USA,US,"Boston, MA",,,,male,1980.0,chemistry,,4.0,"""for their contributions concerning the determination of base sequences in nucleic acids""","Harvard University, Biological Laboratories","Cambridge, MA",USA,48,1,1
269,257,Kenichi,Fukui,1918-10-04,1998-01-09,Japan,JP,Nara,Japan,JP,Kyoto,male,1981.0,chemistry,,2.0,"""for their theories, developed independently, concerning the course of chemical reactions""",Kyoto University,Kyoto,Japan,63,0,1
270,258,Roald,Hoffmann,1937-07-18,,Poland (now Ukraine),UA,Zloczov,,,,male,1981.0,chemistry,,2.0,"""for their theories, developed independently, concerning the course of chemical reactions""",Cornell University,"Ithaca, NY",USA,44,0,1
271,259,Aaron,Klug,1926-08-11,,Lithuania,LT,Zelvas,,,,male,1982.0,chemistry,,1.0,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,56,0,1
272,260,Henry,Taube,1915-11-30,2005-11-16,Canada,CA,Neudorf,USA,US,"Stanford, CA",male,1983.0,chemistry,,1.0,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",Stanford University,"Stanford, CA",USA,68,1,1
273,261,Robert Bruce,Merrifield,1921-07-15,2006-05-14,USA,US,"Fort Worth, TX",USA,US,"Cresskill, NJ",male,1984.0,chemistry,,1.0,"""for his development of methodology for chemical synthesis on a solid matrix""",Rockefeller University,"New York, NY",USA,63,1,1
274,262,Herbert A.,Hauptman,1917-02-14,2011-10-23,USA,US,"New York, NY",USA,US,"Buffalo, NY",male,1985.0,chemistry,,2.0,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",The Medical Foundation of Buffalo,"Buffalo, NY",USA,68,1,1
275,263,Jerome,Karle,1918-06-18,2013-06-06,USA,US,"New York, NY",,,,male,1985.0,chemistry,,2.0,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",US Naval Research Laboratory,"Washington, DC",USA,67,1,1
276,264,Dudley R.,Herschbach,1932-06-18,,USA,US,"San José, CA",,,,male,1986.0,chemistry,,3.0,"""for their contributions concerning the dynamics of chemical elementary processes""",Harvard University,"Cambridge, MA",USA,54,1,1
277,265,Yuan T.,Lee,1936-11-19,,Taiwan,TW,Hsinchu,,,,male,1986.0,chemistry,,3.0,"""for their contributions concerning the dynamics of chemical elementary processes""",University of California,"Berkeley, CA",USA,50,0,1
278,266,John C.,Polanyi,1929-01-23,,Germany,DE,Berlin,,,,male,1986.0,chemistry,,3.0,"""for their contributions concerning the dynamics of chemical elementary processes""",University of Toronto,Toronto,Canada,57,0,1
279,267,Donald J.,Cram,1919-04-22,2001-06-17,USA,US,"Chester, VT",USA,US,"Palm Desert, CA",male,1987.0,chemistry,,3.0,"""for their development and use of molecules with structure-specific interactions of high selectivity""",University of California,"Los Angeles, CA",USA,68,1,1
280,268,Jean-Marie,Lehn,1939-09-30,,France,FR,Rosheim,,,,male,1987.0,chemistry,,3.0,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Université Louis Pasteur,Strasbourg,France,48,0,1
281,268,Jean-Marie,Lehn,1939-09-30,,France,FR,Rosheim,,,,male,1987.0,chemistry,,3.0,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Collège de France,Paris,France,48,0,1
282,269,Charles J.,Pedersen,1904-10-03,1989-10-26,Korea (now South Korea),KR,Pusan,USA,US,"Salem, NJ",male,1987.0,chemistry,,3.0,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Du Pont,"Wilmington, DE",USA,83,0,1
283,270,Johann,Deisenhofer,1943-09-30,,Germany,DE,Zusamaltheim,,,,male,1988.0,chemistry,,3.0,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,45,0,1
284,270,Johann,Deisenhofer,1943-09-30,,Germany,DE,Zusamaltheim,,,,male,1988.0,chemistry,,3.0,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Howard Hughes Medical Institute,,,45,0,1
285,271,Robert,Huber,1937-02-20,,Germany,DE,Munich,,,,male,1988.0,chemistry,,3.0,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,51,0,1
286,272,Hartmut,Michel,1948-07-18,,West Germany (now Germany),DE,Ludwigsburg,,,,male,1988.0,chemistry,,3.0,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany,40,0,1
287,273,Sidney,Altman,1939-05-07,,Canada,CA,Montreal,,,,male,1989.0,chemistry,,2.0,"""for their discovery of catalytic properties of RNA""",Yale University,"New Haven, CT",USA,50,1,1
288,274,Thomas R.,Cech,1947-12-08,,USA,US,"Chicago, IL",,,,male,1989.0,chemistry,,2.0,"""for their discovery of catalytic properties of RNA""",University of Colorado,"Boulder, CO",USA,42,1,1
289,275,Elias James,Corey,1928-07-12,,USA,US,"Methuen, MA",,,,male,1990.0,chemistry,,1.0,"""for his development of the theory and methodology of organic synthesis""",Harvard University,"Cambridge, MA",USA,62,1,1
290,276,Richard R.,Ernst,1933-08-14,,Switzerland,CH,Winterthur,,,,male,1991.0,chemistry,,1.0,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,58,0,1
291,277,Rudolph A.,Marcus,1923-07-21,,Canada,CA,Montreal,,,,male,1992.0,chemistry,,1.0,"""for his contributions to the theory of electron transfer reactions in chemical systems""",California Institute of Technology (Caltech),"Pasadena, CA",USA,69,1,1
292,278,Kary B.,Mullis,1944-12-28,,USA,US,"Lenoir, NC",,,,male,1993.0,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",2.0,"""for his invention of the polymerase chain reaction (PCR) method""",,"La Jolla, CA",USA,49,1,1
293,279,Michael,Smith,1932-04-26,2000-10-04,United Kingdom,GB,Blackpool,Canada,CA,Vancouver,male,1993.0,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",2.0,"""for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",University of British Columbia,Vancouver,Canada,61,1,1
294,280,George A.,Olah,1927-05-22,,Hungary,HU,Budapest,,,,male,1994.0,chemistry,,1.0,"""for his contribution to carbocation chemistry""",University of Southern California,"Los Angeles, CA",USA,67,0,1
295,281,Paul J.,Crutzen,1933-12-03,,the Netherlands,NL,Amsterdam,,,,male,1995.0,chemistry,,3.0,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",Max-Planck-Institut für Chemie,Mainz,Federal Republic of Germany,62,0,1
296,282,Mario J.,Molina,1943-03-19,,Mexico,MX,Mexico City,,,,male,1995.0,chemistry,,3.0,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,52,0,1
297,283,F. Sherwood,Rowland,1927-06-28,2012-03-10,USA,US,"Delaware, OH",USA,US,"Corona del Mar, CA",male,1995.0,chemistry,,3.0,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",University of California,"Irvine, CA",USA,68,1,1
298,284,Robert F.,Curl Jr.,1933-08-23,,USA,US,"Alice, TX",,,,male,1996.0,chemistry,,3.0,"""for their discovery of fullerenes""",Rice University,"Houston, TX",USA,63,1,1
299,285,Sir Harold W.,Kroto,1939-10-07,2016-04-30,United Kingdom,GB,Wisbech,United Kingdom,GB,"Lewes, East Sussex",male,1996.0,chemistry,,3.0,"""for their discovery of fullerenes""",University of Sussex,Brighton,United Kingdom,57,1,1
300,286,Richard E.,Smalley,1943-06-06,2005-10-28,USA,US,"Akron, OH",USA,US,"Houston, TX",male,1996.0,chemistry,,3.0,"""for their discovery of fullerenes""",Rice University,"Houston, TX",USA,53,1,1
301,287,Paul D.,Boyer,1918-07-31,,USA,US,"Provo, UT",,,,male,1997.0,chemistry,,4.0,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",University of California,"Los Angeles, CA",USA,79,1,1
302,288,John E.,Walker,1941-01-07,,United Kingdom,GB,Halifax,,,,male,1997.0,chemistry,,4.0,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,56,1,1
303,289,Jens C.,Skou,1918-10-08,,Denmark,DK,Lemvig,,,,male,1997.0,chemistry,,2.0,"""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""",Aarhus University,Aarhus,Denmark,79,0,1
304,290,Walter,Kohn,1923-03-09,2016-04-19,Austria,AT,Vienna,USA,US,"Santa Barbara, CA",male,1998.0,chemistry,,2.0,"""for his development of the density-functional theory""",University of California,"Santa Barbara, CA",USA,75,0,1
305,291,John A.,Pople,1925-10-31,2004-03-15,United Kingdom,GB,Burnham-on-Sea,USA,US,"Chicago, IL",male,1998.0,chemistry,,2.0,"""for his development of computational methods in quantum chemistry""",Northwestern University,"Evanston, IL",USA,73,1,1
306,292,Ahmed H.,Zewail,1946-02-26,2016-08-02,Egypt,EG,Damanhur,,,,male,1999.0,chemistry,,1.0,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",California Institute of Technology (Caltech),"Pasadena, CA",USA,53,0,1
307,293,Emil Adolf,von Behring,1854-03-15,1917-03-31,Prussia (now Poland),PL,Hansdorf (now Jankowa &#379;aga&#324;ska),Germany,DE,Marburg,male,1901.0,medicine,,1.0,"""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",Marburg University,Marburg,Germany,47,0,1
308,294,Ronald,Ross,1857-05-13,1932-09-16,India,IN,Almora,United Kingdom,GB,Putney Heath,male,1902.0,medicine,,1.0,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",University College,Liverpool,United Kingdom,45,0,1
309,295,Niels Ryberg,Finsen,1860-12-15,1904-09-24,Faroe Islands (Denmark),DK,Thorshavn,Denmark,DK,Copenhagen,male,1903.0,medicine,,1.0,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",Finsen Medical Light Institute,Copenhagen,Denmark,43,0,1
310,296,Ivan Petrovich,Pavlov,1849-09-14,1936-02-27,Russia,RU,Ryazan,Russia,RU,Leningrad,male,1904.0,medicine,,1.0,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",Military Medical Academy,St. Petersburg,Russia,55,0,1
311,297,Robert,Koch,1843-12-11,1910-05-27,Germany,DE,Clausthal (now Clausthal-Zellerfeld),Germany,DE,Baden-Baden,male,1905.0,medicine,,1.0,"""for his investigations and discoveries in relation to tuberculosis""",Institute for Infectious Diseases,Berlin,Germany,62,0,1
312,298,Camillo,Golgi,1843-07-07,1926-01-21,Italy,IT,Corteno,Italy,IT,Pavia,male,1906.0,medicine,,2.0,"""in recognition of their work on the structure of the nervous system""",Pavia University,Pavia,Italy,63,0,1
313,299,Santiago,Ramón y Cajal,1852-05-01,1934-10-17,Spain,ES,Petilla de Aragó,Spain,ES,Madrid,male,1906.0,medicine,,2.0,"""in recognition of their work on the structure of the nervous system""",Madrid University,Madrid,Spain,54,0,1
314,300,Charles Louis Alphonse,Laveran,1845-06-18,1922-05-18,France,FR,Paris,France,FR,Paris,male,1907.0,medicine,,1.0,"""in recognition of his work on the role played by protozoa in causing diseases""",Institut Pasteur,Paris,France,62,0,1
315,301,Ilya Ilyich,Mechnikov,1845-05-15,1916-07-15,Russian Empire (now Ukraine),UA,Kharkov (now Kharkiv),France,FR,Paris,male,1908.0,medicine,,2.0,"""in recognition of their work on immunity""",Institut Pasteur,Paris,France,63,0,1
316,302,Paul,Ehrlich,1854-03-14,1915-08-20,Prussia (now Poland),PL,Strehlen (now Strzelin),Germany,DE,Bad Homburg vor der Höhe,male,1908.0,medicine,,2.0,"""in recognition of their work on immunity""",Goettingen University,Göttingen,Germany,54,0,1
317,302,Paul,Ehrlich,1854-03-14,1915-08-20,Prussia (now Poland),PL,Strehlen (now Strzelin),Germany,DE,Bad Homburg vor der Höhe,male,1908.0,medicine,,2.0,"""in recognition of their work on immunity""",Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy),Frankfurt-on-the-Main,Germany,54,0,1
318,303,Emil Theodor,Kocher,1841-08-25,1917-07-27,Switzerland,CH,Berne,Switzerland,CH,Berne,male,1909.0,medicine,,1.0,"""for his work on the physiology, pathology and surgery of the thyroid gland""",Berne University,Berne,Switzerland,68,0,1
319,304,Albrecht,Kossel,1853-09-16,1927-07-05,Mecklenburg (now Germany),DE,Rostock,Germany,DE,Heidelberg,male,1910.0,medicine,,1.0,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",University of Heidelberg,Heidelberg,Germany,57,0,1
320,305,Allvar,Gullstrand,1862-06-05,1930-07-28,Sweden,SE,Landskrona,Sweden,SE,Stockholm,male,1911.0,medicine,,1.0,"""for his work on the dioptrics of the eye""",Uppsala University,Uppsala,Sweden,49,0,1
321,306,Alexis,Carrel,1873-06-28,1944-11-05,France,FR,Sainte-Foy-lès-Lyon,France,FR,Paris,male,1912.0,medicine,,1.0,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",Rockefeller Institute for Medical Research,"New York, NY",USA,39,0,1
322,307,Charles Robert,Richet,1850-08-26,1935-12-04,France,FR,Paris,France,FR,Paris,male,1913.0,medicine,,1.0,"""in recognition of his work on anaphylaxis""",Sorbonne University,Paris,France,63,0,1
